"seqName","region_final","clade"
"EPI_ISL_122582|Yamagata|HA|Oceania|2011-05-12","Oceania","Y1"
"EPI_ISL_106836|Yamagata|HA|Oceania|2011-11-21","Oceania","Y1"
"EPI_ISL_99660|Yamagata|HA|Oceania|2011-06-15","Oceania","Y1"
"EPI_ISL_118572|Yamagata|HA|Oceania|2011-10-31","Oceania","Y1"
"EPI_ISL_99682|Yamagata|HA|Oceania|2011-07-21","Oceania","Y1"
"EPI_ISL_118593|Yamagata|HA|Oceania|2011-10-15","Oceania","Y2"
"EPI_ISL_118614|Yamagata|HA|Oceania|2011-10-10","Oceania","Y1"
"EPI_ISL_122556|Yamagata|HA|Oceania|2012-02-28","Oceania","Y2"
"EPI_ISL_134505|Yamagata|HA|Oceania|2012-06-19","Oceania","Y2"
"CY197209.1|BY|HA|Oceania|2012-05-15","Oceania","Y1"
"CY197657.1|BY|HA|Oceania|2012-07-18","Oceania","Y2"
"CY197265.1|BY|HA|Oceania|2012-05-08","Oceania","Y1"
"EPI_ISL_128744|Yamagata|HA|Oceania|2012-05-01","Oceania","Y2"
"EPI_ISL_122557|Yamagata|HA|Oceania|2012-04-13","Oceania","Y3"
"CY197521.1|BY|HA|Oceania|2012-07-06","Oceania","Y2"
"CY196937.1|BY|HA|Oceania|2012-02-17","Oceania","Y1"
"EPI_ISL_134501|Yamagata|HA|Oceania|2012-07-19","Oceania","Y2"
"EPI_ISL_122597|Yamagata|HA|Oceania|2012-03-02","Oceania","Y2"
"CY196844.1|BY|HA|Oceania|2012-09-03","Oceania","Y2"
"CY196985.1|BY|HA|Oceania|2012-04-07","Oceania","Y3"
"CY197049.1|BY|HA|Oceania|2012-06-30","Oceania","Y3"
"CY197489.1|BY|HA|Oceania|2012-08-05","Oceania","Y2"
"CY198905.1|BY|HA|Oceania|2013-07-24","Oceania","Y2"
"CY199817.1|BY|HA|Oceania|2013-08-20","Oceania","Y2"
"CY196868.1|BY|HA|Oceania|2013-08-28","Oceania","Y2"
"EPI_ISL_151556|Yamagata|HA|Oceania|2013-05-17","Oceania","Y2"
"EPI_ISL_151477|Yamagata|HA|Oceania|2013-07-29","Oceania","Y2"
"CY199257.1|BY|HA|Oceania|2013-09-14","Oceania","Y2"
"CY199273.1|BY|HA|Oceania|2013-08-20","Oceania","Y2"
"EPI_ISL_161841|Yamagata|HA|Oceania|2013-12-04","Oceania","Y2"
"CY198057.1|BY|HA|Oceania|2013-03-22","Oceania","Y2"
"CY199129.1|BY|HA|Oceania|2013-07-29","Oceania","Y2"
"CY198721.1|BY|HA|Oceania|2013-08-08","Oceania","Y2"
"EPI_ISL_151476|Yamagata|HA|Oceania|2013-07-29","Oceania","Y3"
"CY198945.1|BY|HA|Oceania|2013-07-30","Oceania","Y2"
"CY199873.1|BY|HA|Oceania|2013-09-18","Oceania","Y2"
"EPI_ISL_151595|Yamagata|HA|Oceania|2013-08-02","Oceania","Y2"
"EPI_ISL_166164|Yamagata|HA|Oceania|2014-03-07","Oceania","Y3"
"CY200769.1|BY|HA|Oceania|2014-05-28","Oceania","Y3"
"EPI_ISL_165915|Yamagata|HA|Oceania|2014-04-15","Oceania","Y3"
"CY202049.1|BY|HA|Oceania|2014-07-25","Oceania","Y3"
"CY202457.1|BY|HA|Oceania|2014-08-23","Oceania","Y3"
"CY200425.1|BY|HA|Oceania|2014-02-06","Oceania","Y2"
"CY202121.1|BY|HA|Oceania|2014-08-05","Oceania","Y3"
"CY202497.1|BY|HA|Oceania|2014-08-28","Oceania","Y3"
"EPI_ISL_15146533|Yamagata|HA|Oceania|2014-12-03","Oceania","Y3"
"CY201833.1|BY|HA|Oceania|2014-08-27","Oceania","Y3"
"CY202089.1|BY|HA|Oceania|2014-08-02","Oceania","Y3"
"CY200617.1|BY|HA|Oceania|2014-04-11","Oceania","Y3"
"EPI_ISL_168810|Yamagata|HA|Oceania|2014-09-09","Oceania","Y3"
"CY201441.1|BY|HA|Oceania|2014-07-23","Oceania","Y3"
"CY201937.1|BY|HA|Oceania|2014-08-23","Oceania","Y3"
"EPI_ISL_194573|Yamagata|HA|Oceania|2015-03-01","Oceania","Y3"
"EPI_ISL_194572|Yamagata|HA|Oceania|2015-04-02","Oceania","Y3"
"EPI_ISL_195705|Yamagata|HA|Oceania|2015-07-08","Oceania","Y3"
"EPI_ISL_15146501|Yamagata|HA|Oceania|2015-07-03","Oceania","Y3"
"EPI_ISL_194619|Yamagata|HA|Oceania|2015-05-17","Oceania","Y3"
"EPI_ISL_195690|Yamagata|HA|Oceania|2015-05-28","Oceania","Y3"
"EPI_ISL_195691|Yamagata|HA|Oceania|2015-06-09","Oceania","Y3"
"EPI_ISL_202505|Yamagata|HA|Oceania|2015-07-15","Oceania","Y3"
"EPI_ISL_194586|Yamagata|HA|Oceania|2015-05-03","Oceania","Y3"
"EPI_ISL_192841|Yamagata|HA|Oceania|2015-02-03","Oceania","Y3"
"EPI_ISL_15146529|Yamagata|HA|Oceania|2015-01-07","Oceania","Y3"
"EPI_ISL_195689|Yamagata|HA|Oceania|2015-03-07","Oceania","Y3"
"EPI_ISL_194555|Yamagata|HA|Oceania|2015-06-14","Oceania","Y3"
"EPI_ISL_15146525|Yamagata|HA|Oceania|2015-02-23","Oceania","Y3"
"EPI_ISL_194563|Yamagata|HA|Oceania|2015-05-04","Oceania","Y3"
"EPI_ISL_239855|Yamagata|HA|Oceania|2016-10-04","Oceania","Y3"
"EPI_ISL_240391|Yamagata|HA|Oceania|2016-10-11","Oceania","Y3"
"EPI_ISL_240356|Yamagata|HA|Oceania|2016-09-30","Oceania","Y3"
"EPI_ISL_240389|Yamagata|HA|Oceania|2016-10-04","Oceania","Y3"
"EPI_ISL_240400|Yamagata|HA|Oceania|2016-10-10","Oceania","Y3"
"EPI_ISL_227614|Yamagata|HA|Oceania|2016-03-28","Oceania","Y3"
"EPI_ISL_239879|Yamagata|HA|Oceania|2016-02-01","Oceania","Y3"
"EPI_ISL_233873|Yamagata|HA|Oceania|2016-06-07","Oceania","Y3"
"EPI_ISL_240377|Yamagata|HA|Oceania|2016-10-29","Oceania","Y3"
"EPI_ISL_240361|Yamagata|HA|Oceania|2016-10-06","Oceania","Y3"
"EPI_ISL_237857|Yamagata|HA|Oceania|2016-08-15","Oceania","Y3"
"EPI_ISL_240397|Yamagata|HA|Oceania|2016-10-05","Oceania","Y3"
"EPI_ISL_240379|Yamagata|HA|Oceania|2016-10-31","Oceania","Y3"
"EPI_ISL_233777|Yamagata|HA|Oceania|2016-07-13","Oceania","Y3"
"EPI_ISL_222823|Yamagata|HA|Oceania|2016-02-16","Oceania","Y3"
"EPI_ISL_261876|Yamagata|HA|Oceania|2017-01-11","Oceania","Y3"
"EPI_ISL_293745|Yamagata|HA|Oceania|2017-10-04","Oceania","Y3"
"EPI_ISL_284937|Yamagata|HA|Oceania|2017-08-16","Oceania","Y3"
"EPI_ISL_282644|Yamagata|HA|Oceania|2017-03-27","Oceania","Y3"
"EPI_ISL_282353|Yamagata|HA|Oceania|2017-08-02","Oceania","Y3"
"EPI_ISL_286090|Yamagata|HA|Oceania|2017-08-30","Oceania","Y3"
"EPI_ISL_293743|Yamagata|HA|Oceania|2017-10-02","Oceania","Y3"
"EPI_ISL_282319|Yamagata|HA|Oceania|2017-07-13","Oceania","Y3"
"EPI_ISL_288884|Yamagata|HA|Oceania|2017-09-10","Oceania","Y3"
"EPI_ISL_288972|Yamagata|HA|Oceania|2017-09-03","Oceania","Y3"
"EPI_ISL_282300|Yamagata|HA|Oceania|2017-07-18","Oceania","Y3"
"EPI_ISL_282355|Yamagata|HA|Oceania|2017-08-08","Oceania","Y3"
"EPI_ISL_274955|Yamagata|HA|Oceania|2017-06-28","Oceania","Y3"
"EPI_ISL_276473|Yamagata|HA|Oceania|2017-06-19","Oceania","Y3"
"EPI_ISL_276493|Yamagata|HA|Oceania|2017-06-13","Oceania","Y3"
"EPI_ISL_323103|Yamagata|HA|Oceania|2018-08-18","Oceania","Y3"
"EPI_ISL_332785|Yamagata|HA|Oceania|2018-09-28","Oceania","Y3"
"EPI_ISL_339116|Yamagata|HA|Oceania|2018-12-11","Oceania","Y3"
"EPI_ISL_320670|Yamagata|HA|Oceania|2018-04-18","Oceania","Y3"
"EPI_ISL_336031|Yamagata|HA|Oceania|2018-10-24","Oceania","Y3"
"EPI_ISL_332789|Yamagata|HA|Oceania|2018-10-16","Oceania","Y3"
"EPI_ISL_332787|Yamagata|HA|Oceania|2018-10-04","Oceania","Y3"
"EPI_ISL_323035|Yamagata|HA|Oceania|2018-07-30","Oceania","Y3"
"EPI_ISL_339114|Yamagata|HA|Oceania|2018-11-16","Oceania","Y3"
"EPI_ISL_320424|Yamagata|HA|Oceania|2018-05-10","Oceania","Y3"
"EPI_ISL_312746|Yamagata|HA|Oceania|2018-01-27","Oceania","Y3"
"EPI_ISL_336030|Yamagata|HA|Oceania|2018-11-28","Oceania","Y3"
"EPI_ISL_320671|Yamagata|HA|Oceania|2018-04-24","Oceania","Y3"
"EPI_ISL_332699|Yamagata|HA|Oceania|2018-11-24","Oceania","Y3"
"EPI_ISL_317524|Yamagata|HA|Oceania|2018-03-09","Oceania","Y3"
"EPI_ISL_354452|Yamagata|HA|Oceania|2019-02-17","Oceania","Y3"
"EPI_ISL_389541|Yamagata|HA|Oceania|2019-04-28","Oceania","Y3"
"EPI_ISL_12850520|Yamagata|HA|Oceania|2019-09-08","Oceania","Y3"
"EPI_ISL_350479|Yamagata|HA|Oceania|2019-01-31","Oceania","Y3"
"EPI_ISL_354485|Yamagata|HA|Oceania|2019-01-30","Oceania","Y3"
"EPI_ISL_350475|Yamagata|HA|Oceania|2019-01-16","Oceania","Y3"
"EPI_ISL_390796|Yamagata|HA|Oceania|2019-07-17","Oceania","Y3"
"EPI_ISL_407273|Yamagata|HA|Oceania|2019-03-10","Oceania","Y3"
"EPI_ISL_365523|Yamagata|HA|Oceania|2019-05-07","Oceania","Y3"
"EPI_ISL_407268|Yamagata|HA|Oceania|2019-03-16","Oceania","Y3"
"EPI_ISL_407272|Yamagata|HA|Oceania|2019-02-17","Oceania","Y3"
"EPI_ISL_365163|Yamagata|HA|Oceania|2019-01-09","Oceania","Y3"
"EPI_ISL_407270|Yamagata|HA|Oceania|2019-02-23","Oceania","Y3"
"EPI_ISL_354451|Yamagata|HA|Oceania|2019-02-16","Oceania","Y3"
"EPI_ISL_354449|Yamagata|HA|Oceania|2019-01-21","Oceania","Y3"
"CY114527.1|BY|HA|Russia|2012-01-17","Russia","Y3"
"CY114531.1|BY|HA|Russia|2012-01-24","Russia","Y3"
"EPI_ISL_246817|Yamagata|HA|Russia|2012-04-13","Russia","Y1"
"EPI_ISL_246901|Yamagata|HA|Russia|2012-02-14","Russia","Y3"
"CY114529.1|BY|HA|Russia|2012-01-19","Russia","Y3"
"KC488857.1|BY|HA|Russia|2012-04-02","Russia","Y1"
"EPI_ISL_141703|Yamagata|HA|Russia|2012-11-22","Russia","Y1"
"KC488869.1|BY|HA|Russia|2012-03-21","Russia","Y1"
"EPI_ISL_246807|Yamagata|HA|Russia|2012-02-14","Russia","Y3"
"EPI_ISL_122729|Yamagata|HA|Russia|2012-04-13","Russia","Y1"
"EPI_ISL_122050|Yamagata|HA|Russia|2012-02-14","Russia","Y3"
"EPI_ISL_142823|Yamagata|HA|Russia|2013-02-08","Russia","Y2"
"EPI_ISL_142818|Yamagata|HA|Russia|2013-02-21","Russia","Y2"
"EPI_ISL_142829|Yamagata|HA|Russia|2013-02-12","Russia","Y2"
"EPI_ISL_142820|Yamagata|HA|Russia|2013-01-30","Russia","Y2"
"EPI_ISL_142816|Yamagata|HA|Russia|2013-01-11","Russia","Y2"
"EPI_ISL_142831|Yamagata|HA|Russia|2013-01-22","Russia","Y2"
"EPI_ISL_142830|Yamagata|HA|Russia|2013-02-26","Russia","Y2"
"EPI_ISL_140381|Yamagata|HA|Russia|2013-02-18","Russia","Y2"
"EPI_ISL_145604|Yamagata|HA|Russia|2013-03-22","Russia","Y2"
"EPI_ISL_141606|Yamagata|HA|Russia|2013-03-14","Russia","Y1"
"EPI_ISL_138564|Yamagata|HA|Russia|2013-02-18","Russia","Y2"
"EPI_ISL_142825|Yamagata|HA|Russia|2013-02-06","Russia","Y2"
"EPI_ISL_140380|Yamagata|HA|Russia|2013-02-18","Russia","Y2"
"EPI_ISL_142821|Yamagata|HA|Russia|2013-01-28","Russia","Y2"
"EPI_ISL_165486|Yamagata|HA|Russia|2014-03-21","Russia","Y3"
"EPI_ISL_167327|Yamagata|HA|Russia|2014-05-08","Russia","Y3"
"EPI_ISL_164327|Yamagata|HA|Russia|2014-03-14","Russia","Y3"
"EPI_ISL_165490|Yamagata|HA|Russia|2014-04-16","Russia","Y3"
"EPI_ISL_165488|Yamagata|HA|Russia|2014-04-01","Russia","Y3"
"EPI_ISL_165491|Yamagata|HA|Russia|2014-03-24","Russia","Y3"
"EPI_ISL_164287|Yamagata|HA|Russia|2014-04-08","Russia","Y3"
"EPI_ISL_158818|Yamagata|HA|Russia|2014-01-31","Russia","Y3"
"EPI_ISL_158819|Yamagata|HA|Russia|2014-01-29","Russia","Y3"
"EPI_ISL_207500|Yamagata|HA|Russia|2015-01-29","Russia","Y3"
"EPI_ISL_191912|Yamagata|HA|Russia|2015-03-10","Russia","Y3"
"EPI_ISL_202320|Yamagata|HA|Russia|2015-02-02","Russia","Y3"
"EPI_ISL_194854|Yamagata|HA|Russia|2015-03-03","Russia","Y3"
"EPI_ISL_194850|Yamagata|HA|Russia|2015-02-12","Russia","Y3"
"EPI_ISL_195771|Yamagata|HA|Russia|2015-02-04","Russia","Y3"
"EPI_ISL_207501|Yamagata|HA|Russia|2015-02-17","Russia","Y3"
"EPI_ISL_195781|Yamagata|HA|Russia|2015-03-05","Russia","Y3"
"EPI_ISL_195786|Yamagata|HA|Russia|2015-02-09","Russia","Y3"
"EPI_ISL_207487|Yamagata|HA|Russia|2015-01-26","Russia","Y3"
"EPI_ISL_202321|Yamagata|HA|Russia|2015-01-29","Russia","Y3"
"EPI_ISL_191880|Yamagata|HA|Russia|2015-02-02","Russia","Y3"
"EPI_ISL_194848|Yamagata|HA|Russia|2015-01-20","Russia","Y3"
"EPI_ISL_191891|Yamagata|HA|Russia|2015-02-27","Russia","Y3"
"EPI_ISL_195785|Yamagata|HA|Russia|2015-03-25","Russia","Y3"
"EPI_ISL_232265|Yamagata|HA|Russia|2016-01-07","Russia","Y3"
"EPI_ISL_225846|Yamagata|HA|Russia|2016-02-19","Russia","Y3"
"EPI_ISL_301738|Yamagata|HA|Russia|2017-10-30","Russia","Y3"
"EPI_ISL_300175|Yamagata|HA|Russia|2017-12-21","Russia","Y3"
"EPI_ISL_300164|Yamagata|HA|Russia|2017-12-20","Russia","Y3"
"EPI_ISL_273918|Yamagata|HA|Russia|2017-02-11","Russia","Y3"
"EPI_ISL_297741|Yamagata|HA|Russia|2017-12-25","Russia","Y3"
"EPI_ISL_300169|Yamagata|HA|Russia|2017-11-27","Russia","Y3"
"EPI_ISL_297738|Yamagata|HA|Russia|2017-12-21","Russia","Y3"
"EPI_ISL_306510|Yamagata|HA|Russia|2017-12-06","Russia","Y3"
"EPI_ISL_297747|Yamagata|HA|Russia|2018-01-24","Russia","Y3"
"EPI_ISL_321388|Yamagata|HA|Russia|2018-03-11","Russia","Y3"
"EPI_ISL_331216|Yamagata|HA|Russia|2018-04-24","Russia","Y3"
"EPI_ISL_321384|Yamagata|HA|Russia|2018-04-06","Russia","Y3"
"EPI_ISL_395186|Yamagata|HA|Russia|2018-12-22","Russia","Y3"
"EPI_ISL_315521|Yamagata|HA|Russia|2018-03-14","Russia","Y3"
"EPI_ISL_308741|Yamagata|HA|Russia|2018-02-01","Russia","Y3"
"EPI_ISL_315518|Yamagata|HA|Russia|2018-03-13","Russia","Y3"
"EPI_ISL_313205|Yamagata|HA|Russia|2018-04-02","Russia","Y3"
"EPI_ISL_321377|Yamagata|HA|Russia|2018-04-01","Russia","Y3"
"EPI_ISL_332327|Yamagata|HA|Russia|2018-03-02","Russia","Y3"
"EPI_ISL_301198|Yamagata|HA|Russia|2018-01-19","Russia","Y3"
"EPI_ISL_331221|Yamagata|HA|Russia|2018-04-11","Russia","Y3"
"EPI_ISL_315869|Yamagata|HA|Russia|2018-02-05","Russia","Y3"
"EPI_ISL_306677|Yamagata|HA|Russia|2018-03-22","Russia","Y3"
"EPI_ISL_395185|Yamagata|HA|Russia|2019-05-08","Russia","Y3"
"EPI_ISL_351704|Yamagata|HA|Russia|2019-01-31","Russia","Y3"
"EPI_ISL_364615|Yamagata|HA|Russia|2019-03-18","Russia","Y3"
"EPI_ISL_395187|Yamagata|HA|Russia|2019-01-04","Russia","Y3"
"EPI_ISL_361968|Yamagata|HA|Russia|2019-02-18","Russia","Y3"
"EPI_ISL_351702|Yamagata|HA|Russia|2019-01-25","Russia","Y3"
"MN061259.1|BY|HA|Russia|2019-02-22","Russia","Y3"
"EPI_ISL_361969|Yamagata|HA|Russia|2019-02-22","Russia","Y3"
"EPI_ISL_351703|Yamagata|HA|Russia|2019-01-10","Russia","Y3"
"EPI_ISL_365483|Yamagata|HA|Russia|2019-01-28","Russia","Y3"
"EPI_ISL_365484|Yamagata|HA|Russia|2019-01-30","Russia","Y3"
"EPI_ISL_407139|Yamagata|HA|Russia|2019-12-22","Russia","Y3"
"EPI_ISL_364614|Yamagata|HA|Russia|2019-02-22","Russia","Y3"
"EPI_ISL_377591|Yamagata|HA|Russia|2019-02-21","Russia","Y3"
"EPI_ISL_395188|Yamagata|HA|Russia|2019-01-16","Russia","Y3"
"EPI_ISL_98585|Yamagata|HA|SouthAmerica|2011-05-27","South America","Y1"
"JN872388.1|BY|HA|SouthAmerica|2011-02-12","South America","Y1"
"EPI_ISL_122165|Yamagata|HA|SouthAmerica|2012-06-04","South America","Y2"
"EPI_ISL_128376|Yamagata|HA|SouthAmerica|2012-07-25","South America","Y1"
"EPI_ISL_122146|Yamagata|HA|SouthAmerica|2012-04-25","South America","Y2"
"EPI_ISL_122164|Yamagata|HA|SouthAmerica|2012-05-29","South America","Y2"
"EPI_ISL_129722|Yamagata|HA|SouthAmerica|2012-08-14","South America","Y3"
"EPI_ISL_132553|Yamagata|HA|SouthAmerica|2012-09-28","South America","Y2"
"EPI_ISL_132251|Yamagata|HA|SouthAmerica|2012-08-26","South America","Y2"
"EPI_ISL_128961|Yamagata|HA|SouthAmerica|2012-07-16","South America","Y1"
"EPI_ISL_129568|Yamagata|HA|SouthAmerica|2012-05-14","South America","Y2"
"EPI_ISL_411047|Yamagata|HA|SouthAmerica|2012-07-02","South America","Y2"
"EPI_ISL_411049|Yamagata|HA|SouthAmerica|2012-08-30","South America","Y2"
"EPI_ISL_129644|Yamagata|HA|SouthAmerica|2012-07-19","South America","Y2"
"EPI_ISL_246896|Yamagata|HA|SouthAmerica|2012-08-14","South America","Y2"
"EPI_ISL_117383|Yamagata|HA|SouthAmerica|2012-02-19","South America","Y1"
"EPI_ISL_159059|Yamagata|HA|SouthAmerica|2013-11-27","South America","Y2"
"EPI_ISL_150188|Yamagata|HA|SouthAmerica|2013-06-07","South America","Y1"
"EPI_ISL_157018|Yamagata|HA|SouthAmerica|2013-11-25","South America","Y1"
"EPI_ISL_145991|Yamagata|HA|SouthAmerica|2013-05-07","South America","Y1"
"EPI_ISL_141612|Yamagata|HA|SouthAmerica|2013-03-12","South America","Y2"
"EPI_ISL_149444|Yamagata|HA|SouthAmerica|2013-06-27","South America","Y1"
"EPI_ISL_155566|Yamagata|HA|SouthAmerica|2013-12-06","South America","Y1"
"EPI_ISL_145994|Yamagata|HA|SouthAmerica|2013-07-15","South America","Y1"
"EPI_ISL_157850|Yamagata|HA|SouthAmerica|2013-11-27","South America","Y1"
"EPI_ISL_155570|Yamagata|HA|SouthAmerica|2013-12-17","South America","Y1"
"EPI_ISL_145286|Yamagata|HA|SouthAmerica|2013-05-17","South America","Y1"
"EPI_ISL_142184|Yamagata|HA|SouthAmerica|2013-01-29","South America","Y2"
"EPI_ISL_142186|Yamagata|HA|SouthAmerica|2013-04-09","South America","Y2"
"EPI_ISL_145276|Yamagata|HA|SouthAmerica|2013-05-06","South America","Y2"
"EPI_ISL_159058|Yamagata|HA|SouthAmerica|2013-11-27","South America","Y1"
"EPI_ISL_166781|Yamagata|HA|SouthAmerica|2014-07-02","South America","Y2"
"EPI_ISL_165841|Yamagata|HA|SouthAmerica|2014-07-08","South America","Y3"
"EPI_ISL_163141|Yamagata|HA|SouthAmerica|2014-05-22","South America","Y3"
"EPI_ISL_166940|Yamagata|HA|SouthAmerica|2014-06-24","South America","Y1"
"EPI_ISL_168991|Yamagata|HA|SouthAmerica|2014-10-27","South America","Y3"
"EPI_ISL_169079|Yamagata|HA|SouthAmerica|2014-10-06","South America","Y3"
"EPI_ISL_166818|Yamagata|HA|SouthAmerica|2014-06-16","South America","Y3"
"EPI_ISL_164700|Yamagata|HA|SouthAmerica|2014-07-11","South America","Y3"
"EPI_ISL_169069|Yamagata|HA|SouthAmerica|2014-11-06","South America","Y3"
"EPI_ISL_166821|Yamagata|HA|SouthAmerica|2014-07-01","South America","Y3"
"EPI_ISL_165855|Yamagata|HA|SouthAmerica|2014-07-30","South America","Y1"
"EPI_ISL_170066|Yamagata|HA|SouthAmerica|2014-11-03","South America","Y3"
"EPI_ISL_166817|Yamagata|HA|SouthAmerica|2014-07-10","South America","Y3"
"EPI_ISL_166318|Yamagata|HA|SouthAmerica|2014-07-24","South America","Y3"
"EPI_ISL_169082|Yamagata|HA|SouthAmerica|2014-10-01","South America","Y3"
"EPI_ISL_203640|Yamagata|HA|SouthAmerica|2015-09-12","South America","Y3"
"EPI_ISL_200789|Yamagata|HA|SouthAmerica|2015-07-02","South America","Y3"
"EPI_ISL_178068|Yamagata|HA|SouthAmerica|2015-03-19","South America","Y3"
"EPI_ISL_192893|Yamagata|HA|SouthAmerica|2015-07-01","South America","Y3"
"EPI_ISL_206498|Yamagata|HA|SouthAmerica|2015-10-31","South America","Y3"
"EPI_ISL_203336|Yamagata|HA|SouthAmerica|2015-09-25","South America","Y3"
"EPI_ISL_195673|Yamagata|HA|SouthAmerica|2015-06-01","South America","Y3"
"EPI_ISL_203329|Yamagata|HA|SouthAmerica|2015-03-22","South America","Y3"
"EPI_ISL_178066|Yamagata|HA|SouthAmerica|2015-03-23","South America","Y3"
"EPI_ISL_192510|Yamagata|HA|SouthAmerica|2015-05-20","South America","Y3"
"EPI_ISL_172311|Yamagata|HA|SouthAmerica|2015-01-05","South America","Y3"
"EPI_ISL_203335|Yamagata|HA|SouthAmerica|2015-07-11","South America","Y3"
"EPI_ISL_176618|Yamagata|HA|SouthAmerica|2015-03-04","South America","Y3"
"EPI_ISL_207578|Yamagata|HA|SouthAmerica|2015-07-02","South America","Y3"
"EPI_ISL_174510|Yamagata|HA|SouthAmerica|2015-02-04","South America","Y3"
"EPI_ISL_243829|Yamagata|HA|SouthAmerica|2016-11-18","South America","Y3"
"EPI_ISL_233680|Yamagata|HA|SouthAmerica|2016-04-13","South America","Y3"
"EPI_ISL_234665|Yamagata|HA|SouthAmerica|2016-06-01","South America","Y3"
"EPI_ISL_233162|Yamagata|HA|SouthAmerica|2016-07-16","South America","Y3"
"EPI_ISL_232259|Yamagata|HA|SouthAmerica|2016-02-19","South America","Y3"
"EPI_ISL_247579|Yamagata|HA|SouthAmerica|2016-10-21","South America","Y3"
"EPI_ISL_229333|Yamagata|HA|SouthAmerica|2016-04-02","South America","Y3"
"EPI_ISL_233121|Yamagata|HA|SouthAmerica|2016-06-04","South America","Y3"
"EPI_ISL_233098|Yamagata|HA|SouthAmerica|2016-04-06","South America","Y3"
"EPI_ISL_232329|Yamagata|HA|SouthAmerica|2016-07-06","South America","Y3"
"EPI_ISL_229317|Yamagata|HA|SouthAmerica|2016-05-08","South America","Y3"
"EPI_ISL_247580|Yamagata|HA|SouthAmerica|2016-10-29","South America","Y3"
"EPI_ISL_233161|Yamagata|HA|SouthAmerica|2016-06-07","South America","Y3"
"EPI_ISL_233125|Yamagata|HA|SouthAmerica|2016-07-01","South America","Y3"
"EPI_ISL_233774|Yamagata|HA|SouthAmerica|2016-07-14","South America","Y3"
"EPI_ISL_315070|Yamagata|HA|SouthAmerica|2017-12-13","South America","Y3"
"EPI_ISL_296253|Yamagata|HA|SouthAmerica|2017-11-09","South America","Y3"
"EPI_ISL_276449|Yamagata|HA|SouthAmerica|2017-05-12","South America","Y3"
"EPI_ISL_276450|Yamagata|HA|SouthAmerica|2017-05-05","South America","Y3"
"EPI_ISL_276505|Yamagata|HA|SouthAmerica|2017-02-23","South America","Y3"
"EPI_ISL_290842|Yamagata|HA|SouthAmerica|2017-10-17","South America","Y3"
"EPI_ISL_304458|Yamagata|HA|SouthAmerica|2017-09-15","South America","Y3"
"EPI_ISL_292694|Yamagata|HA|SouthAmerica|2017-11-14","South America","Y3"
"EPI_ISL_290851|Yamagata|HA|SouthAmerica|2017-10-23","South America","Y3"
"EPI_ISL_290848|Yamagata|HA|SouthAmerica|2017-10-16","South America","Y3"
"EPI_ISL_276463|Yamagata|HA|SouthAmerica|2017-06-28","South America","Y3"
"EPI_ISL_286284|Yamagata|HA|SouthAmerica|2017-08-04","South America","Y3"
"EPI_ISL_272623|Yamagata|HA|SouthAmerica|2017-04-17","South America","Y3"
"EPI_ISL_313192|Yamagata|HA|SouthAmerica|2017-10-03","South America","Y3"
"EPI_ISL_328569|Yamagata|HA|SouthAmerica|2017-06-27","South America","Y3"
"EPI_ISL_315058|Yamagata|HA|SouthAmerica|2018-01-08","South America","Y3"
"EPI_ISL_342188|Yamagata|HA|SouthAmerica|2018-12-05","South America","Y3"
"EPI_ISL_322236|Yamagata|HA|SouthAmerica|2018-01-23","South America","Y3"
"EPI_ISL_315133|Yamagata|HA|SouthAmerica|2018-05-04","South America","Y3"
"EPI_ISL_322238|Yamagata|HA|SouthAmerica|2018-01-19","South America","Y3"
"EPI_ISL_331024|Yamagata|HA|SouthAmerica|2018-08-06","South America","Y3"
"EPI_ISL_330051|Yamagata|HA|SouthAmerica|2018-06-15","South America","Y3"
"EPI_ISL_332257|Yamagata|HA|SouthAmerica|2018-07-30","South America","Y3"
"EPI_ISL_322021|Yamagata|HA|SouthAmerica|2018-06-18","South America","Y3"
"EPI_ISL_346151|Yamagata|HA|SouthAmerica|2018-12-04","South America","Y3"
"EPI_ISL_322852|Yamagata|HA|SouthAmerica|2018-07-08","South America","Y3"
"EPI_ISL_322845|Yamagata|HA|SouthAmerica|2018-07-26","South America","Y3"
"EPI_ISL_331020|Yamagata|HA|SouthAmerica|2018-08-01","South America","Y3"
"EPI_ISL_330220|Yamagata|HA|SouthAmerica|2018-07-19","South America","Y3"
"EPI_ISL_311848|Yamagata|HA|SouthAmerica|2018-02-27","South America","Y3"
"EPI_ISL_403633|Yamagata|HA|SouthAmerica|2019-09-19","South America","Y3"
"EPI_ISL_403589|Yamagata|HA|SouthAmerica|2019-08-31","South America","Y3"
"EPI_ISL_403643|Yamagata|HA|SouthAmerica|2019-10-10","South America","Y3"
"EPI_ISL_403620|Yamagata|HA|SouthAmerica|2019-09-17","South America","Y3"
"EPI_ISL_412963|Yamagata|HA|SouthAmerica|2019-10-22","South America","Y3"
"EPI_ISL_403593|Yamagata|HA|SouthAmerica|2019-08-24","South America","Y3"
"EPI_ISL_416985|Yamagata|HA|SouthAmerica|2019-12-11","South America","Y3"
"EPI_ISL_403657|Yamagata|HA|SouthAmerica|2019-10-11","South America","Y3"
"EPI_ISL_410129|Yamagata|HA|SouthAmerica|2019-11-07","South America","Y3"
"EPI_ISL_393671|Yamagata|HA|SouthAmerica|2019-04-11","South America","Y3"
